timestamp,open,high,low,close,volume
2026-05-22 09:15:00+05:30,35.9,45.25,35.05,41.95,1771770
2026-05-22 09:20:00+05:30,42.3,51.6,42.1,50.75,2063750
2026-05-22 09:25:00+05:30,50.65,51.75,46.15,47.65,1052675
2026-05-22 09:30:00+05:30,47.95,49.45,46.95,48.4,239915
2026-05-22 09:35:00+05:30,54.4,55.65,53.1,54.0,481325
2026-05-22 09:40:00+05:30,48.85,49.35,46.25,46.25,188370
2026-05-22 09:45:00+05:30,48.0,49.15,46.55,47.7,164775
2026-05-22 09:50:00+05:30,45.45,48.5,45.45,47.85,121160
2026-05-22 09:55:00+05:30,52.65,53.7,51.15,51.55,194350
2026-05-22 10:00:00+05:30,52.95,54.5,50.7,51.0,315965
2026-05-22 10:05:00+05:30,49.5,51.1,48.3,50.5,199485
2026-05-22 10:10:00+05:30,54.6,57.2,54.45,56.05,363350
2026-05-22 10:15:00+05:30,54.65,55.6,52.95,53.8,138905
2026-05-22 10:20:00+05:30,49.15,49.65,48.55,49.0,125580
2026-05-22 10:25:00+05:30,48.6,51.35,48.3,51.35,103675
2026-05-22 10:30:00+05:30,48.15,49.85,48.15,49.35,113425
2026-05-22 10:35:00+05:30,51.3,52.7,50.7,52.65,62140
2026-05-22 10:40:00+05:30,50.95,53.3,50.1,53.0,142610
2026-05-22 10:45:00+05:30,55.25,55.45,53.4,53.4,143260
2026-05-22 10:50:00+05:30,51.9,51.95,50.05,50.6,119210
2026-05-22 10:55:00+05:30,51.15,51.2,50.25,50.6,38480
2026-05-22 11:00:00+05:30,50.6,51.1,49.55,50.75,82160
2026-05-22 11:05:00+05:30,49.95,50.8,49.5,50.0,70330
2026-05-22 11:10:00+05:30,49.25,49.35,48.35,49.0,44980
2026-05-22 11:15:00+05:30,47.95,48.1,47.1,47.7,39130
2026-05-22 11:20:00+05:30,46.75,47.0,45.15,45.95,207610
2026-05-22 11:25:00+05:30,49.8,50.05,46.45,46.65,172185
2026-05-22 11:30:00+05:30,43.55,44.15,41.6,42.4,227370
2026-05-22 11:35:00+05:30,44.35,45.05,43.9,44.3,35425
2026-05-22 11:40:00+05:30,47.0,48.6,46.35,48.3,159640
2026-05-22 11:45:00+05:30,56.35,61.5,55.3,59.85,1049945
2026-05-22 11:50:00+05:30,59.45,60.15,56.4,57.25,269295
